id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,imagePath,manual_label
8340,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Doodle Boy's Volleyball Champion Black White Kidswear,archive/fashion-dataset/images/8340.jpg,0
3943,Women,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Jealous 21 Women's Maroon T-shirt,archive/fashion-dataset/images/3943.jpg,0
4082,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Inkfruit Men's Avast Ye Beige T-shirt,archive/fashion-dataset/images/4082.jpg,0
7012,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Classic Polo Men's Green Polo With Grey Stripes T-shirt,archive/fashion-dataset/images/7012.jpg,1
12884,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Spykar Men Helmet Grey T-Shirts,archive/fashion-dataset/images/12884.jpg,0
28844,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Proline Men Charcoal T-shirt,archive/fashion-dataset/images/28844.jpg,1
2091,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2010.0,Sports,ADIDAS Mens ESS 3S Polo T-shirt,archive/fashion-dataset/images/2091.jpg,1
10993,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Inkfruit Men Tea Kwon Do Grey Tshirts,archive/fashion-dataset/images/10993.jpg,0
3779,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Black Polo T-shirt,archive/fashion-dataset/images/3779.jpg,1
33304,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Pack of 2 T-shirts,archive/fashion-dataset/images/33304.jpg,skip
7003,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,s.Oliver Men's Sky Polo Blue T-shirt,archive/fashion-dataset/images/7003.jpg,1
2847,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Mr.Men Men's Is There More Love Purple T-shirt,archive/fashion-dataset/images/2847.jpg,0
10465,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Flying Machine Men Paisley Purple Tshirts,archive/fashion-dataset/images/10465.jpg,0
7749,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Young Lords Purple T-shirt,archive/fashion-dataset/images/7749.jpg,0
51370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Spykar Men Black T-shirt,archive/fashion-dataset/images/51370.jpg,0
37532,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Madagascar3 Infant Boys Light Blue T-Shirt,archive/fashion-dataset/images/37532.jpg,skip
4209,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Mickey On Skates Kidswear,archive/fashion-dataset/images/4209.jpg,0
2615,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Black Bleed Blue T-shirt,archive/fashion-dataset/images/2615.jpg,0
31102,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and jony Boys Printed Red T-shirt,archive/fashion-dataset/images/31102.jpg,0
18618,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Team Essential Moonlight Steelblue Polo Tshirts,archive/fashion-dataset/images/18618.jpg,1
7817,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Striped Polo T-shirt,archive/fashion-dataset/images/7817.jpg,1
23973,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Purple Printed T-shirt,archive/fashion-dataset/images/23973.jpg,0
4371,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mickey Men's Pluto Order Comic Charcoal T-shirt,archive/fashion-dataset/images/4371.jpg,0
3082,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men's Cartoon Navy T-shirt,archive/fashion-dataset/images/3082.jpg,0
24275,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Quiksilver Men Basic White T-shirt,archive/fashion-dataset/images/24275.jpg,0
28565,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Air Bags Blue T-shirt,archive/fashion-dataset/images/28565.jpg,0
9783,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Bnce Hop White Tshirts,archive/fashion-dataset/images/9783.jpg,0
13232,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Orange Tshirts,archive/fashion-dataset/images/13232.jpg,0
57424,Women,Apparel,Topwear,Tshirts,Charcoal,Summer,2015.0,Casual,Angry Birds Women Charcoal T-shirt,archive/fashion-dataset/images/57424.jpg,0
38605,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Nike Men Yellow Eligible Athlete T-shirt,archive/fashion-dataset/images/38605.jpg,0
6551,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Miler Singlet Blue T-shirt,archive/fashion-dataset/images/6551.jpg,0
2861,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Inkfruit Men's I am Hooked Green T-shirt,archive/fashion-dataset/images/2861.jpg,0
32768,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013.0,Casual,Music Men Printed Grey T-shirt,archive/fashion-dataset/images/32768.jpg,0
42394,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Flying Machine Women Purple T-shirt,archive/fashion-dataset/images/42394.jpg,0
30647,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men U Logo Black T-shirt,archive/fashion-dataset/images/30647.jpg,0
23627,Men,Apparel,Topwear,Tshirts,White,Spring,2013.0,Casual,Beatles Men White Printed T-Shirt,archive/fashion-dataset/images/23627.jpg,0
40974,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys United Green T-shirt,archive/fashion-dataset/images/40974.jpg,0
33935,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Summer,2012.0,Casual,ADIDAS Men Polo Turquoise Blue T-Shirt,archive/fashion-dataset/images/33935.jpg,1
4398,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Free Authority Men's Foil Raw Edge Washed Olive T-shirt,archive/fashion-dataset/images/4398.jpg,0
31586,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Mark Taylor Men Printed Yellow T-shirt,archive/fashion-dataset/images/31586.jpg,0
44834,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Puma Men Black Training T-shirt,archive/fashion-dataset/images/44834.jpg,0
4315,Unisex,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Kid's Unisex Harappa Choco Brown Kidswear,archive/fashion-dataset/images/4315.jpg,0
34399,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Global Response Black T-shirt,archive/fashion-dataset/images/34399.jpg,0
15933,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Regent Polo Club Men Solid Blue Tshirt,archive/fashion-dataset/images/15933.jpg,1
35880,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jungle Book Boys Royal White T-shirt,archive/fashion-dataset/images/35880.jpg,1
2056,Men,Apparel,Topwear,Tshirts,Grey,Winter,2010.0,Casual,Lee Men's Ten Minutes to Midnight T-shirt,archive/fashion-dataset/images/2056.jpg,0
2054,Men,Apparel,Topwear,Tshirts,Maroon,Winter,2010.0,Casual,Lee Men's Stone T-shirt,archive/fashion-dataset/images/2054.jpg,0
4402,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Billy Idol Men's Faceless Black T-shirt,archive/fashion-dataset/images/4402.jpg,0
5442,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Nike Women's Striped Polo Blue T-shirt,archive/fashion-dataset/images/5442.jpg,1
41752,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Printed Yellow T-shirt,archive/fashion-dataset/images/41752.jpg,
29157,Boys,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Boys Hopeland Pink T-shirt,archive/fashion-dataset/images/29157.jpg,0
14648,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Probase Men White Grafitti Black Tshirts,archive/fashion-dataset/images/14648.jpg,0
9974,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Black Polo Tshirts,archive/fashion-dataset/images/9974.jpg,skip
48448,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,French Connection Men Purple T-shirt,archive/fashion-dataset/images/48448.jpg,1
32924,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Status Quo Men Printed Navy Blue T-shirt,archive/fashion-dataset/images/32924.jpg,0
18245,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt,archive/fashion-dataset/images/18245.jpg,0
31148,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-shirt,archive/fashion-dataset/images/31148.jpg,0
4359,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Free Authority Men's Melting Records Black T-shirt,archive/fashion-dataset/images/4359.jpg,0
23638,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,DC Comics Men Green T-shirt,archive/fashion-dataset/images/23638.jpg,0
13429,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,United Colors of Benetton Men Printed Maroon Tshirts,archive/fashion-dataset/images/13429.jpg,0
38152,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wildcraft Women White T-shirt,archive/fashion-dataset/images/38152.jpg,0
6063,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Men's Roundneck Take Good Look White T-shirt,archive/fashion-dataset/images/6063.jpg,0
27445,Women,Apparel,Topwear,Tshirts,Coffee Brown,Winter,2015.0,Casual,Jockey Women Coffee Brown T-shirt,archive/fashion-dataset/images/27445.jpg,0
2484,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Puma Women Spagetti White Top,archive/fashion-dataset/images/2484.jpg,0
32970,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Angry Birds Men Printed Black T-shirt,archive/fashion-dataset/images/32970.jpg,0
6512,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,ADIDAS Men's Light Green T-shirt,archive/fashion-dataset/images/6512.jpg,0
34314,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Urban T-shirt,archive/fashion-dataset/images/34314.jpg,0
25504,Boys,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Kids Boys Soccer Blue T-Shirt,archive/fashion-dataset/images/25504.jpg,0
14729,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men Don.Ed White Tshirts,archive/fashion-dataset/images/14729.jpg,0
40057,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Printed T-shirt,archive/fashion-dataset/images/40057.jpg,0
2307,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Sports,Nike Women Purple Polo T-shirt,archive/fashion-dataset/images/2307.jpg,1
26479,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Ferrari Black Polo T-shirt,archive/fashion-dataset/images/26479.jpg,1
11363,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Tshirt,archive/fashion-dataset/images/11363.jpg,1
38494,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys United Green T-shirt,archive/fashion-dataset/images/38494.jpg,0
24911,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,United Colors of Benetton Kids Boys Grey Printed T-shirt,archive/fashion-dataset/images/24911.jpg,0
19581,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirt,archive/fashion-dataset/images/19581.jpg,0
1762,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Lotto Women Cathy Blue T-shirt,archive/fashion-dataset/images/1762.jpg,0
27444,Women,Apparel,Topwear,Tshirts,Black,Fall,2015.0,Casual,Jockey Women Black T-shirt,archive/fashion-dataset/images/27444.jpg,skip
26246,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Proline Men Green Polo Tshirt,archive/fashion-dataset/images/26246.jpg,1
26725,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Large Logo Graphic Black T-shirt,archive/fashion-dataset/images/26725.jpg,0
12054,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Spykar Men Printed White T-Shirts,archive/fashion-dataset/images/12054.jpg,0
40267,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Scullers Men Striped White T-shirt,archive/fashion-dataset/images/40267.jpg,1
4780,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,ADIDAS Women's Balance Pink T-shirt,archive/fashion-dataset/images/4780.jpg,0
3769,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Status Quo Men's Blue Polo T-shirt,archive/fashion-dataset/images/3769.jpg,1
3991,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Mr.Men Men's Wave Rider White T-shirt,archive/fashion-dataset/images/3991.jpg,0
11778,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Solid Grey Tshirts,archive/fashion-dataset/images/11778.jpg,0
29019,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Color Block Navy Blue T-shirt,archive/fashion-dataset/images/29019.jpg,0
7006,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,s.Oliver Men's Sound Rebels Black T-shirt,archive/fashion-dataset/images/7006.jpg,0
39003,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Unit White T-shirt,archive/fashion-dataset/images/39003.jpg,0
53804,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt,archive/fashion-dataset/images/53804.jpg,0
14727,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Ed Hardy Men Tiger Print Blue Tshirts,archive/fashion-dataset/images/14727.jpg,1
16913,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Mr. Men Men Printed Grey Tshirt,archive/fashion-dataset/images/16913.jpg,0
10374,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Women Solid Green T-shirt,archive/fashion-dataset/images/10374.jpg,0
15190,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Solid Navy Blue Polo Tshirts,archive/fashion-dataset/images/15190.jpg,1
36001,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Ben 10 Boys Crew Orange T-shirt,archive/fashion-dataset/images/36001.jpg,skip
17497,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Classic Polo Men Stripes Grey Polo T-Shirt,archive/fashion-dataset/images/17497.jpg,1
8275,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr.Men Men's Coral Red T-shirt,archive/fashion-dataset/images/8275.jpg,0
3713,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Lee Men Green Polo T-shirt,archive/fashion-dataset/images/3713.jpg,1
2243,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men Stripe Polo White Polo T-shirt,archive/fashion-dataset/images/2243.jpg,1
16191,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Graphic White TShirt,archive/fashion-dataset/images/16191.jpg,0
7450,Men,Apparel,Topwear,Tshirts,Cream,Summer,2011.0,Casual,Proline Men Cream Striped Polo T-shirt,archive/fashion-dataset/images/7450.jpg,1
46385,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,ADIDAS Men Green Printed T-shirt,archive/fashion-dataset/images/46385.jpg,0
8290,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mr.Men Men's Navy Melange T-shirt,archive/fashion-dataset/images/8290.jpg,0
14101,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Men Printed White Tshirts,archive/fashion-dataset/images/14101.jpg,0
11008,Women,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Inkfruit Women Behind Cream Tshirts,archive/fashion-dataset/images/11008.jpg,0
3845,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Wrangler Men's Wild Horse Brown T-shirt,archive/fashion-dataset/images/3845.jpg,0
3364,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's Brain Blue T-shirt,archive/fashion-dataset/images/3364.jpg,0
8207,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Locomotive Men Solid Langworth Red T-Shirts,archive/fashion-dataset/images/8207.jpg,0
2680,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men's Indian Rule Blue T-shirt,archive/fashion-dataset/images/2680.jpg,0
4192,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Naughty Donald Kidswear,archive/fashion-dataset/images/4192.jpg,0
12847,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Ant Kids Boys National Champion Black Tshirts,archive/fashion-dataset/images/12847.jpg,0
7847,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Round Neck T-shirt,archive/fashion-dataset/images/7847.jpg,0
30144,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Women Printed Black T-shirt,archive/fashion-dataset/images/30144.jpg,0
3788,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Basics Men White & Blue Striped Polo T-shirt,archive/fashion-dataset/images/3788.jpg,1
4251,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Probase Men's Crack Print Ghost Buster Grey T-shirt,archive/fashion-dataset/images/4251.jpg,0
2092,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Mens Polo Blue Polo T-shirt,archive/fashion-dataset/images/2092.jpg,1
19612,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirt,archive/fashion-dataset/images/19612.jpg,0
3120,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Freestyler Turquoise T-shirt,archive/fashion-dataset/images/3120.jpg,0
2340,Men,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Casual,Reebok Men Plum Shiamak Purple T-shirt,archive/fashion-dataset/images/2340.jpg,0
19789,Men,Apparel,Topwear,Tshirts,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt,archive/fashion-dataset/images/19789.jpg,1
2062,Men,Apparel,Topwear,Tshirts,Grey,Winter,2010.0,Casual,Lee Mens  T-shirt,archive/fashion-dataset/images/2062.jpg,0
5506,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Nike Women's Yellow Casual T-shirt,archive/fashion-dataset/images/5506.jpg,0
32971,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Angry Birds Men Printed Blue T-shirt,archive/fashion-dataset/images/32971.jpg,0
31236,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men Graphic White T-shirt,archive/fashion-dataset/images/31236.jpg,skip
11024,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Wrangler Women Purple T-shirt,archive/fashion-dataset/images/11024.jpg,1
24269,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Quiksilver Men Grey Printed T-shirt,archive/fashion-dataset/images/24269.jpg,0
25921,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Femella Women Lime Green T-shirt,archive/fashion-dataset/images/25921.jpg,0
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Delhi T-shirt,archive/fashion-dataset/images/38637.jpg,0
10871,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Dirtcross Grey T-Shirts,archive/fashion-dataset/images/10871.jpg,0
32464,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Graphic Black T-shirt,archive/fashion-dataset/images/32464.jpg,0
3926,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Wanderer's Dream Sky T-shirt,archive/fashion-dataset/images/3926.jpg,0
19110,Men,Apparel,Topwear,Tshirts,Beige,Winter,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,archive/fashion-dataset/images/19110.jpg,0
28928,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mr. Men Printed Charcoal T-shirt,archive/fashion-dataset/images/28928.jpg,0
34100,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Doodle Boys Printed Blue T-shirt,archive/fashion-dataset/images/34100.jpg,0
38803,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Marvel Men Blue Printed T-shirt,archive/fashion-dataset/images/38803.jpg,0
36737,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Spykar Women Cult Green T-shirt,archive/fashion-dataset/images/36737.jpg,0
7801,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Proline Men Navy Polo T-shirt,archive/fashion-dataset/images/7801.jpg,1
30302,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Evil Minds Off White T-shirt,archive/fashion-dataset/images/30302.jpg,0
7837,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple T-shirt,archive/fashion-dataset/images/7837.jpg,0
3519,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's I have Multiple Personalities White T-shirt,archive/fashion-dataset/images/3519.jpg,0
5153,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Women's Side Paisley White T-shirt,archive/fashion-dataset/images/5153.jpg,0
58734,Men,Apparel,Topwear,Tshirts,Red,Fall,2012.0,Sports,PUMA Men Red Printed T-shirt,archive/fashion-dataset/images/58734.jpg,0
9778,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men  White Polo Tshirts,archive/fashion-dataset/images/9778.jpg,1
4042,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Rajasthan Royals Kids Authentic Replica Cricket Jersey,archive/fashion-dataset/images/4042.jpg,skip
14922,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr. Men Men Sleep Placid Blue Tshirts,archive/fashion-dataset/images/14922.jpg,0
20670,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Fall,2011.0,Casual,Classic Polo Men Striped Turquoise Blue Tshirt,archive/fashion-dataset/images/20670.jpg,1
33206,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Sepia Women Printed Green T-shirt,archive/fashion-dataset/images/33206.jpg,0
34403,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Back To The 70s Black T-shirt,archive/fashion-dataset/images/34403.jpg,0
2683,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men's Red And Black T-shirt,archive/fashion-dataset/images/2683.jpg,0
53774,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White T-shirt,archive/fashion-dataset/images/53774.jpg,1
52148,Women,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Femella Women Red Polo T-Shirt,archive/fashion-dataset/images/52148.jpg,1
31271,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Calonge Graphic Red T-shirt,archive/fashion-dataset/images/31271.jpg,0
3792,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Basics Men Navy & White Striped Polo T-shirt,archive/fashion-dataset/images/3792.jpg,1
9827,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Little Miss Women Printed White T-shirt,archive/fashion-dataset/images/9827.jpg,0
